experiment_id,fruit_type,fruit_id,roi_id,image_path,raw_path,timestamp,eol_timestamp,rul_hours,temperature_c,humidity_pct,firmness_avg,firmness_available,valid_frame,exclude_reason,eol_basis,label_status
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_12-26-28_frame-1_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-1_12-26-28_F02.png,2026-03-18 12:26:28,2026-03-28 08:00:06,235.56,21.4,58.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_12-41-28_frame-2_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-2_12-41-28_F02.png,2026-03-18 12:41:28,2026-03-28 08:00:06,235.31,22.0,55.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_12-56-28_frame-3_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-3_12-56-28_F02.png,2026-03-18 12:56:28,2026-03-28 08:00:06,235.06,22.7,59.9,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_13-11-28_frame-4_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-4_13-11-28_F02.png,2026-03-18 13:11:28,2026-03-28 08:00:06,234.81,21.5,63.3,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_13-26-28_frame-5_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-5_13-26-28_F02.png,2026-03-18 13:26:28,2026-03-28 08:00:06,234.56,21.5,58.3,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_13-41-28_frame-6_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-6_13-41-28_F02.png,2026-03-18 13:41:28,2026-03-28 08:00:06,234.31,21.9,63.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_13-56-28_frame-7_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-7_13-56-28_F02.png,2026-03-18 13:56:28,2026-03-28 08:00:06,234.06,22.7,61.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_14-11-29_frame-8_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-8_14-11-29_F02.png,2026-03-18 14:11:29,2026-03-28 08:00:06,233.81,22.3,57.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_14-26-29_frame-9_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-9_14-26-29_F02.png,2026-03-18 14:26:29,2026-03-28 08:00:06,233.56,22.3,61.2,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_14-41-29_frame-10_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-10_14-41-29_F02.png,2026-03-18 14:41:29,2026-03-28 08:00:06,233.31,21.1,61.4,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_14-56-29_frame-11_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-11_14-56-29_F02.png,2026-03-18 14:56:29,2026-03-28 08:00:06,233.06,21.8,61.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_15-11-29_frame-12_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-12_15-11-29_F02.png,2026-03-18 15:11:29,2026-03-28 08:00:06,232.81,21.1,58.8,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_15-26-29_frame-13_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-13_15-26-29_F02.png,2026-03-18 15:26:29,2026-03-28 08:00:06,232.56,22.7,63.6,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_15-41-29_frame-14_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-14_15-41-29_F02.png,2026-03-18 15:41:29,2026-03-28 08:00:06,232.31,21.8,56.0,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_15-56-29_frame-15_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-15_15-56-29_F02.png,2026-03-18 15:56:29,2026-03-28 08:00:06,232.06,21.5,56.7,,False,True,,manual,approved
RUL_FINAL,strawberry,F02,F02,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\final\F02\2026-03-18_16-11-29_frame-16_F02.png,C:\Users\admin\Desktop\Strawberry-RUL-prediction\data\02_processed\assigned_18-03-2026\F02\frame-16_16-11-29_F02.png,2026-03-18 16:11:29,2026-03-28 08:00:06,231.81,22.9,63.6,,False,True,,manual,approved
