image_path,date,strawberry_id,timestamp,rul_hours
assigned_18-03-2026/strawberry_1/frame-1_12-26-28_strawberry_1.png,18-03-2026,1,2026-03-18 12:26:28,187.56
assigned_18-03-2026/strawberry_1/frame-2_12-41-28_strawberry_1.png,18-03-2026,1,2026-03-18 12:41:28,187.31
assigned_18-03-2026/strawberry_1/frame-3_12-56-28_strawberry_1.png,18-03-2026,1,2026-03-18 12:56:28,187.06
assigned_18-03-2026/strawberry_1/frame-4_13-11-28_strawberry_1.png,18-03-2026,1,2026-03-18 13:11:28,186.81
assigned_18-03-2026/strawberry_1/frame-5_13-26-28_strawberry_1.png,18-03-2026,1,2026-03-18 13:26:28,186.56
assigned_18-03-2026/strawberry_1/frame-6_13-41-28_strawberry_1.png,18-03-2026,1,2026-03-18 13:41:28,186.31
assigned_18-03-2026/strawberry_1/frame-7_13-56-28_strawberry_1.png,18-03-2026,1,2026-03-18 13:56:28,186.06
assigned_18-03-2026/strawberry_1/frame-8_14-11-29_strawberry_1.png,18-03-2026,1,2026-03-18 14:11:29,185.81
assigned_18-03-2026/strawberry_1/frame-9_14-26-29_strawberry_1.png,18-03-2026,1,2026-03-18 14:26:29,185.56
assigned_18-03-2026/strawberry_1/frame-10_14-41-29_strawberry_1.png,18-03-2026,1,2026-03-18 14:41:29,185.31
assigned_18-03-2026/strawberry_1/frame-11_14-56-29_strawberry_1.png,18-03-2026,1,2026-03-18 14:56:29,185.06
assigned_18-03-2026/strawberry_1/frame-12_15-11-29_strawberry_1.png,18-03-2026,1,2026-03-18 15:11:29,184.81
assigned_18-03-2026/strawberry_1/frame-13_15-26-29_strawberry_1.png,18-03-2026,1,2026-03-18 15:26:29,184.56
assigned_18-03-2026/strawberry_1/frame-14_15-41-29_strawberry_1.png,18-03-2026,1,2026-03-18 15:41:29,184.31
assigned_18-03-2026/strawberry_1/frame-15_15-56-29_strawberry_1.png,18-03-2026,1,2026-03-18 15:56:29,184.06
assigned_18-03-2026/strawberry_1/frame-16_16-11-29_strawberry_1.png,18-03-2026,1,2026-03-18 16:11:29,183.81
assigned_18-03-2026/strawberry_1/frame-17_16-26-30_strawberry_1.png,18-03-2026,1,2026-03-18 16:26:30,183.56
assigned_18-03-2026/strawberry_1/frame-18_16-41-30_strawberry_1.png,18-03-2026,1,2026-03-18 16:41:30,183.31
assigned_18-03-2026/strawberry_1/frame-19_16-56-30_strawberry_1.png,18-03-2026,1,2026-03-18 16:56:30,183.06
assigned_18-03-2026/strawberry_1/frame-20_17-11-30_strawberry_1.png,18-03-2026,1,2026-03-18 17:11:30,182.81
assigned_18-03-2026/strawberry_1/frame-21_17-26-30_strawberry_1.png,18-03-2026,1,2026-03-18 17:26:30,182.56
assigned_18-03-2026/strawberry_1/frame-22_17-41-30_strawberry_1.png,18-03-2026,1,2026-03-18 17:41:30,182.31
assigned_18-03-2026/strawberry_1/frame-23_17-56-30_strawberry_1.png,18-03-2026,1,2026-03-18 17:56:30,182.06
assigned_18-03-2026/strawberry_1/frame-24_18-11-30_strawberry_1.png,18-03-2026,1,2026-03-18 18:11:30,181.81
assigned_18-03-2026/strawberry_1/frame-25_18-26-30_strawberry_1.png,18-03-2026,1,2026-03-18 18:26:30,181.56
assigned_18-03-2026/strawberry_1/frame-26_18-41-31_strawberry_1.png,18-03-2026,1,2026-03-18 18:41:31,181.31
assigned_18-03-2026/strawberry_1/frame-27_18-56-31_strawberry_1.png,18-03-2026,1,2026-03-18 18:56:31,181.06
assigned_18-03-2026/strawberry_1/frame-28_19-11-31_strawberry_1.png,18-03-2026,1,2026-03-18 19:11:31,180.81
assigned_18-03-2026/strawberry_1/frame-29_19-26-31_strawberry_1.png,18-03-2026,1,2026-03-18 19:26:31,180.56
assigned_18-03-2026/strawberry_1/frame-30_19-41-31_strawberry_1.png,18-03-2026,1,2026-03-18 19:41:31,180.31
assigned_18-03-2026/strawberry_1/frame-31_19-56-31_strawberry_1.png,18-03-2026,1,2026-03-18 19:56:31,180.06
assigned_19-03-2026/strawberry_1/frame-1_08-00-06_strawberry_1.png,19-03-2026,1,2026-03-19 08:00:06,168.0
assigned_19-03-2026/strawberry_1/frame-2_08-15-07_strawberry_1.png,19-03-2026,1,2026-03-19 08:15:07,167.75
assigned_19-03-2026/strawberry_1/frame-3_08-30-07_strawberry_1.png,19-03-2026,1,2026-03-19 08:30:07,167.5
assigned_19-03-2026/strawberry_1/frame-4_08-45-07_strawberry_1.png,19-03-2026,1,2026-03-19 08:45:07,167.25
assigned_19-03-2026/strawberry_1/frame-5_09-00-07_strawberry_1.png,19-03-2026,1,2026-03-19 09:00:07,167.0
assigned_19-03-2026/strawberry_1/frame-6_09-15-07_strawberry_1.png,19-03-2026,1,2026-03-19 09:15:07,166.75
assigned_19-03-2026/strawberry_1/frame-7_09-30-07_strawberry_1.png,19-03-2026,1,2026-03-19 09:30:07,166.5
assigned_19-03-2026/strawberry_1/frame-8_09-45-07_strawberry_1.png,19-03-2026,1,2026-03-19 09:45:07,166.25
assigned_19-03-2026/strawberry_1/frame-9_10-00-08_strawberry_1.png,19-03-2026,1,2026-03-19 10:00:08,166.0
